phylum,class,order,family,genus,species
 Firmicutes,Clostridia,Natranaerobiales,Contubernalisaceae,Candidatus Contubernalis,
 Firmicutes,Clostridia,Natranaerobiales,Contubernalisaceae,,
 Firmicutes,Clostridia,Natranaerobiales,,,
 Firmicutes,Clostridia,Natranaerobiales,ML1228J-1,,
 Firmicutes,Clostridia,Natranaerobiales,Natranaerobiaceae,Natranaerobius,
 Firmicutes,Clostridia,Natranaerobiales,Natranaerobiaceae,,
 Firmicutes,Clostridia,Natranaerobiales,YAB3B13,,
 Firmicutes,Clostridia,OPB54,,,
 Firmicutes,Clostridia,SHA-98,D2,,
 Firmicutes,Clostridia,SHA-98,,,
 Firmicutes,Clostridia,Thermoanaerobacterales,Caldicellulosiruptoraceae,Caldicellulosiruptor,
 Firmicutes,Clostridia,Thermoanaerobacterales,Caldicellulosiruptoraceae,Caldicellulosiruptor,saccharolyticus
 Firmicutes,Clostridia,Thermoanaerobacterales,Carboxydocellaceae,Carboxydocella,
 Firmicutes,Clostridia,Thermoanaerobacterales,Carboxydocellaceae,,
 Firmicutes,Clostridia,Thermoanaerobacterales,,,
 Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Caldanaerobacter,
 Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Moorella,
 Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,,
 Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermacetogenium,
 Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,
 Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,mathranii
 Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,uzonensis
 Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,,
 Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Thermovenabulum,
 Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Coprothermobacter,
 Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,,
 Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Thermodesulfobium,
 Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,
 Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,
 Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,hoa12_73A10
 Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,moorei
 Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,p-1630-c5
 Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Catenibacterium,
 Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Catenibacterium,mitsuokai
 Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,cc_115,
 Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Coprobacillus,
 Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Coprobacillus,cateniformis
 Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,
 Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,[Eubacterium],
 Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,[Eubacterium],biforme
 Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,[Eubacterium],cylindroides
 Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,[Eubacterium],dolichum
 Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Holdemania,
 Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,L7A_E11,
 Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,p-75-a5,
 Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,PSB-M-3,
 Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,RFN20,
 Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,,
 Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Sharpea,
 Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Sharpea,azabuensis
 Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Sharpea,p-3329-23G2
 Firmicutes,OPB54,,,,
 Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
 Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,somerae
 Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,
 Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Propionigenium,
 Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Psychrilyobacter,
 Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,,
 Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,u114,
 Fusobacteria,Fusobacteriia,Fusobacteriales,,,
 Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,
 Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,,
 Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,
 Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Streptobacillus,
 Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Streptobacillus,moniliformis
 GAL15,,,,,
 Gemmatimonadetes,Gemm-1,,,,
 Gemmatimonadetes,Gemm-2,,,,
 Gemmatimonadetes,Gemm-3,,,,
 Gemmatimonadetes,Gemm-4,,,,
 Gemmatimonadetes,Gemm-5,,,,
 Gemmatimonadetes,Gemm-6,,,,
 Gemmatimonadetes,Gemmatimonadetes,C114,,,
 Gemmatimonadetes,Gemmatimonadetes,Ellin5290,,,
 Gemmatimonadetes,Gemmatimonadetes,,,,
 Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,A1-B1,,
 Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Ellin5301,,
 Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,
 Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,,,
 Gemmatimonadetes,Gemmatimonadetes,KD8-87,,,
 Gemmatimonadetes,Gemmatimonadetes,N1423WL,,,
 Gemmatimonadetes,JL-ETNP-Z39,,,,
 Gemmatimonadetes,,,,,
 GN01,,,,,
 GN02,3BR-5F,,,,
 GN02,BB34,,,,
 GN02,BD1-5,,,,
 GN02,GKS2-174,,,,
 GN02,GN07,,,,
 GN02,GN10,,,,
 GN02,IIB17,,,,
 GN02,,,,,
 GN02,SBYW_2184,,,,
 GN04,5bav_B12,,,,
 GN04,GN15,,,,
 GN04,MSB-5A5,,,,
 GN04,,,,,
 GOUTA4,,,,,
 H-178,,,,,
 Hyd24-12,,,,,
 Hyd24-12,WM88,,,,
 Kazan-3B-28,,,,,
 KSB3,GN06,,,,
 KSB3,MAT-CR-H3-D11,,,,
 KSB3,,,,,
 LCP-89,,,,,
 LCP-89,SAW1_B44,,,,
 LD1,,,,,
 Lentisphaerae,[Lentisphaeria],,,,
 Lentisphaerae,[Lentisphaeria],Lentisphaerales,3H8,,
 Lentisphaerae,[Lentisphaeria],Lentisphaerales,Arctic95B-10,,
 Lentisphaerae,[Lentisphaeria],Lentisphaerales,,,
 Lentisphaerae,[Lentisphaeria],Lentisphaerales,Lentisphaeraceae,Lentisphaera,
 Lentisphaerae,[Lentisphaeria],Lentisphaerales,Lentisphaeraceae,,
 Lentisphaerae,[Lentisphaeria],Victivallales,Victivallaceae,,
 Lentisphaerae,[Lentisphaeria],Z20,,,
 Lentisphaerae,[Lentisphaeria],Z20,R4-45B,,
 Lentisphaerae,,,,,
 MAT-CR-M4-B07,,,,,
 MVP-21,,,,,
 MVS-104,,,,,
 Nanoarchaeota,[Nanoarchaeoti],[Nanoarchaeotales],[Nanoarchaeotaceae],,
 NC10,24-Dec,,,,
 NC10,24-Dec,JH-WHS47,,,
 NC10,24-Dec,Methylomirabiliales,Methylomirabiliaceae,Candidatus Methylomirabilis,
 NC10,24-Dec,Methylomirabiliales,Methylomirabiliaceae,,
 NC10,24-Dec,MIZ17,,,
 NC10,,,,,
 NC10,wb1-A12,,,,
 Nitrospirae,Nitrospira,Nitrospirales,0319-6A21,,
 Nitrospirae,Nitrospira,Nitrospirales,29-Apr,,
 Nitrospirae,Nitrospira,Nitrospirales,FW,29-Apr,
 Nitrospirae,Nitrospira,Nitrospirales,,,
 Nitrospirae,Nitrospira,Nitrospirales,[Leptospirillaceae],Leptospirillum,
 Nitrospirae,Nitrospira,Nitrospirales,[Leptospirillaceae],Leptospirillum,ferrodiazotrophum
 Nitrospirae,Nitrospira,Nitrospirales,[Leptospirillaceae],Leptospirillum,ferrooxidans
 Nitrospirae,Nitrospira,Nitrospirales,[Leptospirillaceae],,
 Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,JG37-AG-70,
 Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,
 Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,,
 Nitrospirae,Nitrospira,Nitrospirales,[Thermodesulfovibrionaceae],BD2-6,
 Nitrospirae,Nitrospira,Nitrospirales,[Thermodesulfovibrionaceae],Candidatus Magnetobacterium,
 Nitrospirae,Nitrospira,Nitrospirales,[Thermodesulfovibrionaceae],Candidatus Magnetoovum,
 Nitrospirae,Nitrospira,Nitrospirales,[Thermodesulfovibrionaceae],DCE29,
 Nitrospirae,Nitrospira,Nitrospirales,[Thermodesulfovibrionaceae],GOUTA19,
 Nitrospirae,Nitrospira,Nitrospirales,[Thermodesulfovibrionaceae],HB118,
 Nitrospirae,Nitrospira,Nitrospirales,[Thermodesulfovibrionaceae],LCP-6,
 Nitrospirae,Nitrospira,Nitrospirales,[Thermodesulfovibrionaceae],,
 Nitrospirae,Nitrospira,Nitrospirales,[Thermodesulfovibrionaceae],Thermodesulfovibrio,
 NKB19,noFP_H4,,,,
 NKB19,,,,,
 NKB19,SHAB590,,,,
 NKB19,TSBW08,,,,
 NPL-UPA2,,,,,
 OC31,,,,,
 OctSpA1-106,,,,,
 OD1,ABY1,,,,
 OD1,Mb-NB09,,,,
 OD1,,,,,
 OD1,SM2F11,,,,
 OD1,ZB2,,,,
 OP11,,,,,
 OP11,OP11-1,BB36,,,
 OP11,OP11-1,,,,
 OP11,OP11-1,OPB92,,,
 OP11,OP11-2,,,,
 OP11,OP11-2,KD3-145,,,
 OP11,OP11-2,WCHB1-07,,,
 OP11,OP11-3,,,,
 OP11,OP11-4,,,,
 OP11,WCHB1-64,d153,,,
 OP11,WCHB1-64,,,,
 OP11,WCHB1-64,K2-4-19,,,
 OP1,[Acetothermia],[Acetothermales],[Acetothermaceae],Candidatus Acetothermum,
 OP1,[Acetothermia],[Acetothermales],,,
 OP1,KB1,,,,
 OP1,MSBL6,,,,
 OP1,OPB14,,,,
 OP3,BD4-9,,,,
 OP3,koll11,,,,
 OP3,koll11,GIF10,,,
 OP3,koll11,GIF10,kpj58rc,,
 OP3,,,,,
 OP3,PBS-25,,,,
 OP8,,,,,
 OP8,OP8_1,,,,
 OP8,OP8_1,HMMVPog-54,,,
 OP8,OP8_1,OPB95,,,
 OP8,OP8_1,SHA-124,,,
 OP8,OP8_2,,,,
 OP8,SAW1_B6,,,,
 OP9,JS1,BA021,,,
 OP9,JS1,SB-45,,,
 OP9,,,,,
 OP9,OPB46,,,,
 OP9,OPB46,OPB72,,,
 OP9,OPB46,OPB72,TIBD11,,
 OP9,OPB46,SHA-1,,,
 [Parvarchaeota],[Micrarchaea],[Micrarchaeles],,,
 [Parvarchaeota],[Micrarchaea],pMC2A384,,,
 [Parvarchaeota],[Parvarchaea],WCHD3-30,,,
 [Parvarchaeota],[Parvarchaea],YLA114,,,
 PAUC34f,,,,,
 Planctomycetes,028H05-P-BN-P5,,,,
 Planctomycetes,BD7-11,,,,
 Planctomycetes,[Brocadiae],Brocadiales,Brocadiaceae,Candidatus Brocadia,
 Planctomycetes,[Brocadiae],Brocadiales,Brocadiaceae,Candidatus Jettenia,
 Planctomycetes,[Brocadiae],Brocadiales,Brocadiaceae,Candidatus Scalindua,
 Planctomycetes,[Brocadiae],Brocadiales,Brocadiaceae,,
 Planctomycetes,[Brocadiae],Brocadiales,,,
 Planctomycetes,[Brocadiae],Brocadiales,W4,,
 Planctomycetes,C6,d113,,,
 Planctomycetes,C6,MVS-107,,,
 Planctomycetes,C6,Ucm1571,,,
 Planctomycetes,ODP123,,,,
 Planctomycetes,ODP123,T8-B82,,,
 Planctomycetes,,,,,
 Planctomycetes,OM190,agg27,,,
 Planctomycetes,OM190,CL500-15,,,
 Planctomycetes,OM190,,,,
 Planctomycetes,Phycisphaerae,AKAU3564,,,
 Planctomycetes,Phycisphaerae,C86,,,
 Planctomycetes,Phycisphaerae,CCM11a,,,
 Planctomycetes,Phycisphaerae,CPla-3,,,
 Planctomycetes,Phycisphaerae,,,,
 Planctomycetes,Phycisphaerae,MBMPE71,,,
 Planctomycetes,Phycisphaerae,mle1-8,,,
 Planctomycetes,Phycisphaerae,MSBL9,,,
 Planctomycetes,Phycisphaerae,ODP1230B3009,,,
 Planctomycetes,Phycisphaerae,Phycisphaerales,,,
 Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,,
 Planctomycetes,Phycisphaerae,Pla1,,,
 Planctomycetes,Phycisphaerae,S-70,,,
 Planctomycetes,Phycisphaerae,SHA-43,,,
 Planctomycetes,Phycisphaerae,SHUX583,,,
 Planctomycetes,Phycisphaerae,WD2101,,,
 Planctomycetes,Pla3,,,,
 Planctomycetes,Pla4,,,,
 Planctomycetes,Planctomycetia,B97,,,
 Planctomycetes,Planctomycetia,,,,
 Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,
 Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,obscuriglobus
 Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
 Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,Isosphaera,
 Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
 Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,Singulisphaera,
 Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,A17,
 Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula,
 Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
 Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,
 Planctomycetes,SBZP_4958,,,,
 Planctomycetes,vadinHA49,DH61,,,
 Planctomycetes,vadinHA49,,,,
 Planctomycetes,vadinHA49,p04_C01,,,
 Planctomycetes,vadinHA49,PeHg47,,,
 Planctomycetes,vadinHA49,PHOS-HE93,,,
 Poribacteria,,,,,
 Proteobacteria,Alphaproteobacteria,BD7-3,,,
 Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Arthrospira,
 Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Arthrospira,fusiformis
 Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,
 Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,biprosthecium
 Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
 Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,diminuta
 Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,
 Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,henricii
 Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Mycoplana,
 Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,
 Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,
 Proteobacteria,Alphaproteobacteria,Caulobacterales,,,
 Proteobacteria,Alphaproteobacteria,Ellin329,,,
 Proteobacteria,Alphaproteobacteria,,,,
 Proteobacteria,Alphaproteobacteria,Kiloniellales,,,
 Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,,
 Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Thalassospira,
 Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Thalassospira,xiamenensis
 Proteobacteria,Alphaproteobacteria,Kordiimonadales,,,
 Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,,
 Proteobacteria,Alphaproteobacteria,RF32,,,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aurantimonas,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Fulvimarina,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Martelella,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,bacilliformis
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,washoensis
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Beijerinckia,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Beijerinckia,indica
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Chelatococcus,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocella,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,genosp.
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,elkanii
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Nitrobacter,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,intermedium
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Pseudochrobactrum,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Cohaesibacteraceae,Cohaesibacter,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Cohaesibacteraceae,,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,sulfonivorans
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,zavarzinii
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Parvibaculum,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,australicum
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodobium,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodobium,orientis
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,elegans
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,adhaesivum
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,hispanicum
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,komagatae
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,mesophilicum
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,organophilum
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylopila,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylosinus,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylosinus,sporium
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Pleomorphomonas,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Pleomorphomonas,oryzae
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Aminobacter,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Chelativorans,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Defluvibacter,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,huakuii
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Nitratireductor,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Pseudaminobacter,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,sullae
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,undicola
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,vitis
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Candidatus Liberibacter,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Candidatus Liberibacter,africanus
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Candidatus Liberibacter,americanus
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Kaistia,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,leguminosarum
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,multihospitium
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella,granuli
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Afifella,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Ancylobacter,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Azorhizobium,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Azorhizobium,doebereinerae
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Blastochloris,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Labrys,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter,
 Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter,autotrophicus
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hirschia,
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hirschia,baltica
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hyphomonas,
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Maricaulis,
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Oceanicaulis,
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,,
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Anaerospora,
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Anaerospora,hongkongensis
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Antarctobacter,
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Dinoroseobacter,
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jannaschia,
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella,
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella,salsilacus
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella,vestfoldensis
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marivita,
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nautella,
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nautella,italica
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,antarcticus
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,aminovorans
